series_key,brand,series,body_type,energy_type,vehicle_categories,energy_subtypes,manufacturer_attributes,taxonomy_source,taxonomy_confidence
沃尔沃xc40recharge,沃尔沃,沃尔沃XC40 RECHARGE,,新能源,,新能源,,internal_90d,0.88
沃尔沃xc40进口,沃尔沃,沃尔沃XC40(进口),,燃油车,,燃油,,internal_90d,0.88
沃尔沃xc60,沃尔沃,沃尔沃XC60,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃xc60phev,沃尔沃,沃尔沃XC60 PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
沃尔沃xc60recharge,沃尔沃,沃尔沃XC60 RECHARGE,,新能源,,新能源,,internal_90d,0.88
沃尔沃xc60进口,沃尔沃,沃尔沃XC60(进口),,燃油车,,燃油,,internal_90d,0.88
沃尔沃xc70,沃尔沃,沃尔沃XC70,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
沃尔沃xc90,沃尔沃,沃尔沃XC90,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃xc90phev,沃尔沃,沃尔沃XC90 PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
沃尔沃xc90recharge,沃尔沃,沃尔沃XC90 RECHARGE,,新能源,,新能源,,internal_90d,0.88
法拉利12cilindri,法拉利,法拉利12Cilindri,,燃油车,,燃油,,internal_90d,0.88
法拉利296,法拉利,法拉利296,,新能源,,新能源,,internal_90d,0.88
法拉利458,法拉利,法拉利458,,燃油车,,燃油,,internal_90d,0.88
法拉利488,法拉利,法拉利488,,燃油车,,燃油,,internal_90d,0.88
法拉利f8,法拉利,法拉利F8,,燃油车,,燃油,,internal_90d,0.88
法拉利ff,法拉利,法拉利FF,,燃油车,,燃油,,internal_90d,0.88
法拉利roma,法拉利,法拉利Roma,,燃油车,,燃油,,internal_90d,0.88
泥瓦,拉达,泥瓦,,燃油车,,燃油,,internal_90d,0.88
派力奥,菲亚特,派力奥,,燃油车,,燃油,,internal_90d,0.88
派喜,铃木,派喜,,燃油车,,燃油,,internal_90d,0.88
派朗,菲亚特,派朗,,燃油车,,燃油,,internal_90d,0.88
浪迪,铃木,浪迪,,燃油车,,燃油,,internal_90d,0.88
海星a7,金杯,海星A7,,燃油车,,燃油,,internal_90d,0.88
海星a9,金杯,海星A9,,燃油车,,燃油,,internal_90d,0.88
海景,吉利汽车,海景,,燃油车,,燃油,,internal_90d,0.88
海狮05dm,比亚迪,海狮05DM,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
海狮05ev,比亚迪,海狮05EV,,新能源,,新能源,,internal_90d,0.88
海狮06dm,比亚迪,海狮06DM,,新能源,,新能源,,internal_90d,0.88
海狮06ev,比亚迪,海狮06EV,,新能源,,新能源,,internal_90d,0.88
海狮07dm,比亚迪,海狮07DM,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海狮07ev,比亚迪,海狮07EV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
海狮ev,鑫源汽车,海狮 EV,,新能源,,新能源,,internal_90d,0.88
海狮z系列,金旅,海狮Z系列,,燃油车,,燃油,,internal_90d,0.88
海福星,海马,海福星,,燃油车,,燃油,,internal_90d,0.88
海豚,比亚迪,海豚,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
海豚ev,开瑞,海豚EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹,比亚迪,海豹,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
海豹05dm,比亚迪,海豹05DM,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
海豹06,比亚迪,海豹06,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹06dm,比亚迪,海豹06DM,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
海豹06dm旅行版,比亚迪,海豹06DM旅行版,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹06ev,比亚迪,海豹06EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹06gt,比亚迪,海豹06GT,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
海豹07dm,比亚迪,海豹07DM,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹07ev,比亚迪,海豹07EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹dm,比亚迪,海豹DM,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海豹dmi,比亚迪,海豹DM-i,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
海锋,华普,海锋,,燃油车,,燃油,,internal_90d,0.88
海马3,海马,海马3,,燃油车,,燃油,,internal_90d,0.88
海马6p,海马,海马6P,,新能源,,新能源,,internal_90d,0.88
海马7x,海马,海马7X,,燃油车,,燃油,,internal_90d,0.88
海马8s,海马,海马8S,,燃油车,,燃油,,internal_90d,0.88
海马e3,海马,海马E3,,新能源,,新能源,,internal_90d,0.88
海马m3,海马,海马M3,,燃油车,,燃油,,internal_90d,0.88
海马m6,海马,海马M6,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
海马m8,海马,海马M8,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
海马me,海马,海马Me,,燃油车,,燃油,,internal_90d,0.88
海马s5,海马,海马S5,,燃油车,,燃油,,internal_90d,0.88
海马s5青春版,海马,海马S5青春版,,燃油车,,燃油,,internal_90d,0.88
海马s7,海马,海马S7,,燃油车,,燃油,,internal_90d,0.88
海马v70,海马,海马V70,,燃油车,,燃油,,internal_90d,0.88
海马爱尚,海马,海马爱尚,,燃油车,,燃油,,internal_90d,0.88
海马爱尚ev,海马,海马爱尚EV,,新能源,,新能源,,internal_90d,0.88
海马王子,海马,海马王子,,燃油车,,燃油,,internal_90d,0.88
海马骑士,海马,海马骑士,,燃油车,,燃油,,internal_90d,0.88
海鸥,比亚迪,海鸥,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
深蓝g318,深蓝汽车,深蓝G318,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
深蓝l06,深蓝汽车,深蓝L06,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
深蓝l07,深蓝汽车,深蓝L07,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
深蓝s05,深蓝汽车,深蓝S05,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
深蓝s07,深蓝汽车,深蓝S07,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
深蓝s09,深蓝汽车,深蓝S09,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
深蓝s7,深蓝汽车,深蓝S7,,新能源,,新能源,,internal_90d,0.88
深蓝sl03,深蓝汽车,深蓝SL03,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
添越,宾利,添越,,燃油车,,燃油,,internal_90d,0.88
添越phev,宾利,添越PHEV,,新能源,,新能源,,internal_90d,0.88
清行400,北京清行,清行400,,新能源,,新能源,,internal_90d,0.88
游骑侠ranger,福特,游骑侠Ranger,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
火星7,福田,火星7,,燃油车,,燃油,,internal_90d,0.88
灵悉l,灵悉,灵悉L,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
炫丽,长城,炫丽,,燃油车,,燃油,,internal_90d,0.88
炫界,凯翼,炫界,,燃油车,,燃油,,internal_90d,0.88
炫界proev,凯翼,炫界Pro EV,,新能源,,新能源,,internal_90d,0.88
炮,长城,炮,其他,燃油车,皮卡,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
炮phev,长城,炮PHEV,其他,燃油车,皮卡,燃油,,dcd_ranking+heuristic_body,0.96
焕驰,起亚,焕驰,,燃油车,,燃油,,internal_90d,0.88
熊猫,吉利银河,熊猫,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
爱丽舍,雪铁龙,爱丽舍,,燃油车,,燃油,,internal_90d,0.88
爱唯欧,雪佛兰,爱唯欧,,燃油车,,燃油,,internal_90d,0.88
爱腾,双龙,爱腾,,燃油车,,燃油,,internal_90d,0.88
爱跑,江淮钇为,爱跑,,新能源,,新能源,,internal_90d,0.88
爱迪尔,北汽昌河,爱迪尔,,燃油车,,燃油,,internal_90d,0.88
爱驰u5,爱驰,爱驰U5,,新能源,,新能源,,internal_90d,0.88
爱驰u6,爱驰,爱驰U6,,新能源,,新能源,,internal_90d,0.88
牛仔,吉利汽车,牛仔,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
牧马人,Jeep,牧马人,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
牧马人4xeev,Jeep,牧马人4xe EV,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
牧马人4xephev,Jeep,牧马人4xe PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
特拉卡,华泰,特拉卡,,燃油车,,燃油,,internal_90d,0.88
特顺,江铃,特顺,,燃油车,轻客,燃油,,internal_90d,0.88
狙击手,212,狙击手,,燃油车,,燃油,,internal_90d,0.88
狮跑,起亚,狮跑,,燃油车,,燃油,,internal_90d,0.88
狮铂拓界,起亚,狮铂拓界,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
猎光ens2,本田,猎光e:NS2,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
猎手,长安,猎手,,新能源,,新能源,,internal_90d,0.88
猎豹6481,猎豹汽车,猎豹6481,,燃油车,,燃油,,internal_90d,0.88
猎豹cs01,猎豹汽车,猎豹CS01,,新能源,,新能源,,internal_90d,0.88
猎豹cs10,猎豹汽车,猎豹CS10,,燃油车,,燃油,,internal_90d,0.88
猎豹cs6,猎豹汽车,猎豹CS6,,燃油车,,燃油,,internal_90d,0.88
猎豹cs7,猎豹汽车,猎豹CS7,,燃油车,,燃油,,internal_90d,0.88
猎豹cs9,猎豹汽车,猎豹CS9,,燃油车,,燃油,,internal_90d,0.88
猎豹cs9ev,猎豹汽车,猎豹CS9 EV,,新能源,,新能源,,internal_90d,0.88
猎豹q6,猎豹汽车,猎豹Q6,,燃油车,,燃油,,internal_90d,0.88
猛士917,猛士,猛士917,,新能源,,新能源,,internal_90d,0.88
猛士m50,东风,猛士M50,,燃油车,,燃油,,internal_90d,0.88
猛士m817,猛士,猛士M817,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
玛奇朵dht,魏牌,玛奇朵DHT,,燃油车,,燃油,,internal_90d,0.88
玛奇朵dhtphev,魏牌,玛奇朵DHT-PHEV,,新能源,,新能源,,internal_90d,0.88
玛驰,日产,玛驰,,燃油车,,燃油,,internal_90d,0.88
玛驰海外,日产,玛驰(海外),,燃油车,,燃油,,internal_90d,0.88
现代i30,现代,现代i30,,燃油车,,燃油,,internal_90d,0.88
现代ix25,现代,现代ix25,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
现代ix35,现代,现代ix35,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
理念s1,理念,理念S1,,燃油车,,燃油,,internal_90d,0.88
理想i6,理想汽车,理想i6,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
理想i8,理想汽车,理想i8,,新能源,,新能源,,internal_90d,0.88
理想l6,理想汽车,理想L6,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
理想l7,理想汽车,理想L7,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
理想l8,理想汽车,理想L8,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
理想l9,理想汽车,理想L9,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
理想mega,理想汽车,理想MEGA,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
理想one,理想汽车,理想ONE,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
理想家,科发房车,理想家,,燃油车,,燃油,,internal_90d,0.88
瑞奕,现代,瑞奕,,燃油车,,燃油,,internal_90d,0.88
瑞纳,现代,瑞纳,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
瑞纳海外,现代,瑞纳(海外),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
瑞虎,奇瑞,瑞虎,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
瑞虎3,奇瑞,瑞虎3,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
瑞虎3x,奇瑞,瑞虎3x,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎3xe,奇瑞新能源,瑞虎3xe,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
瑞虎5,奇瑞,瑞虎5,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎5x,奇瑞,瑞虎5x,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎7,奇瑞,瑞虎7,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎7cdm,奇瑞,瑞虎7 C-DM,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
瑞虎7l,奇瑞,瑞虎7L,SUV,燃油车,SUV,燃油,,dcd_ranking,0.96
瑞虎7plus,奇瑞,瑞虎7 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎7plusphev,奇瑞,瑞虎7 PLUS PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
瑞虎8,奇瑞,瑞虎8,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎8l,奇瑞,瑞虎8L,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎8plus,奇瑞,瑞虎8 PLUS,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎8pluscdm,奇瑞,瑞虎8 PLUS C-DM,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎8plus鲲鹏e+,奇瑞,瑞虎8 PLUS鲲鹏e+,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
瑞虎8pro,奇瑞,瑞虎8 PRO,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎8prophev,奇瑞,瑞虎8 PRO PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
瑞虎9,奇瑞,瑞虎9,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎9cdm,奇瑞,瑞虎9 C-DM,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
瑞虎e,奇瑞新能源,瑞虎e,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
瑞迈ev,五十铃,瑞迈EV,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
瑞铃,江汽集团,瑞铃,,燃油车,,燃油,,internal_90d,0.88
瑞风,江汽集团,瑞风,,燃油车,,燃油,,internal_90d,0.88
瑞风a60,江汽集团,瑞风A60,,燃油车,,燃油,,internal_90d,0.88
瑞风e3,江淮瑞风,瑞风E3,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
瑞风e4,江淮瑞风,瑞风E4,MPV,新能源,MPV,新能源,,dcd_ranking,0.96
瑞风l6max,江淮瑞风,瑞风L6 MAX,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
瑞风m2,江汽集团,瑞风M2,,燃油车,,燃油,,internal_90d,0.88
瑞风m3,江淮瑞风,瑞风M3,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
瑞风m3phev,江淮瑞风,瑞风M3 PHEV,MPV,新能源,MPV,新能源,,dcd_ranking,0.96
瑞风m4,江淮瑞风,瑞风M4,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
瑞风m5,江汽集团,瑞风M5,,燃油车,,燃油,,internal_90d,0.88
瑞风r3,江汽集团,瑞风R3,,燃油车,,燃油,,internal_90d,0.88
瑞风rf8,江淮瑞风,瑞风RF8,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
瑞风rf8phev,江淮瑞风,瑞风RF8 PHEV,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
瑞风s2,江汽集团,瑞风S2,,燃油车,,燃油,,internal_90d,0.88
瑞风s2mini,江汽集团,瑞风S2mini,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
瑞风s3,江汽集团,瑞风S3,,燃油车,,燃油,,internal_90d,0.88
瑞风s4,江汽集团,瑞风S4,,燃油车,,燃油,,internal_90d,0.88
瑞风s5,江汽集团,瑞风S5,,燃油车,,燃油,,internal_90d,0.88
瑞风s7,江汽集团,瑞风S7,,燃油车,,燃油,,internal_90d,0.88
瑞驰ec31,瑞驰,瑞驰EC31,,新能源,,新能源,,internal_90d,0.88
瑞驰ec35,瑞驰,瑞驰EC35,,新能源,,新能源,,internal_90d,0.88
瑞驰ec75,瑞驰,瑞驰EC75,,新能源,,新能源,,internal_90d,0.88
瑞驰ed71,瑞驰,瑞驰ED71,,新能源,,新能源,,internal_90d,0.88
瑞驰ed75,瑞驰,瑞驰ED75,,新能源,,新能源,,internal_90d,0.88
瑞驰ek07s,瑞驰,瑞驰EK07S,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
瑞驰r5,瑞驰,瑞驰R5,,新能源,,新能源,,internal_90d,0.88
瑞驰s513,瑞驰,瑞驰S513,,新能源,,新能源,,internal_90d,0.88
瑞鹰,江汽集团,瑞鹰,,燃油车,,燃油,,internal_90d,0.88
瑞麒g3,瑞麒,瑞麒G3,,燃油车,,燃油,,internal_90d,0.88
瑞麒g5,瑞麒,瑞麒G5,,燃油车,,燃油,,internal_90d,0.88
瑞麒m3,瑞麒,瑞麒M3,,燃油车,,燃油,,internal_90d,0.88
甲壳虫,大众,甲壳虫,,燃油车,,燃油,,internal_90d,0.88
申龙地上铁510,申龙客车,申龙地上铁510,,新能源,,新能源,,internal_90d,0.88
电动miniaceman,MINI,电动MINI ACEMAN,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
电动minicooper,MINI,电动MINI COOPER,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
电动minijcw,MINI,电动MINI JCW,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
电动minijcwaceman,MINI,电动MINI JCW ACEMAN,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
电咖ev10,电咖,电咖·EV10,,新能源,,新能源,,internal_90d,0.88
电牛2号,陕汽通家,电牛2号,,新能源,,新能源,,internal_90d,0.88
百智大熊,百智新能源,百智大熊,,新能源,,新能源,,internal_90d,0.88
皇冠,丰田,皇冠,,燃油车,,燃油,,internal_90d,0.88
皇冠sportcross,丰田,皇冠SportCross,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
皇冠进口,丰田,皇冠(进口),,燃油车,,燃油,,internal_90d,0.88
皇冠陆放,丰田,皇冠陆放,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
皓影,本田,皓影,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
皓影phev,本田,皓影 PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
皓极,东风风神,皓极,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
皓瀚,东风风神,皓瀚,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
睿立达v5,东风,睿立达V5,,新能源,,新能源,,internal_90d,0.88
睿立达v7,东风,睿立达V7,,新能源,,新能源,,internal_90d,0.88
睿翼,马自达,睿翼,,燃油车,,燃油,,internal_90d,0.88
睿蓝7,睿蓝汽车,睿蓝7,,新能源,,新能源,,internal_90d,0.88
睿蓝8,睿蓝汽车,睿蓝8,,新能源,,新能源,,internal_90d,0.88
睿蓝9,睿蓝汽车,睿蓝9,,新能源,,新能源,,internal_90d,0.88
睿蓝x3pro,睿蓝汽车,睿蓝X3 PRO,,燃油车,,燃油,,internal_90d,0.88
睿行em60,长安凯程,睿行EM60,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
睿行em80,长安凯程,睿行EM80,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
睿行m60,长安凯程,睿行M60,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
睿行m70,长安凯程,睿行M70,,燃油车,,燃油,,internal_90d,0.88
睿行m80,长安凯程,睿行M80,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
睿行m90,长安凯程,睿行M90,,燃油车,,燃油,,internal_90d,0.88
睿行s50,长安凯程,睿行S50,,燃油车,,燃油,,internal_90d,0.88
睿行s50t,长安凯程,睿行S50T,,燃油车,,燃油,,internal_90d,0.88
睿骋,长安,睿骋,,燃油车,,燃油,,internal_90d,0.88
睿骋cc,长安,睿骋CC,,燃油车,,燃油,,internal_90d,0.88
知豆,知豆,知豆,,新能源,,新能源,,internal_90d,0.88
知豆d1,知豆,知豆D1,,新能源,,新能源,,internal_90d,0.88
知豆d2,知豆,知豆D2,,新能源,,新能源,,internal_90d,0.88
知豆彩虹,知豆,知豆彩虹,,新能源,,新能源,,internal_90d,0.88
示界06,示界,示界06,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
神行者,路虎,神行者,,燃油车,,燃油,,internal_90d,0.88
神行者2,路虎,神行者2,,燃油车,,燃油,,internal_90d,0.88
神骐f30,长安凯程,神骐F30,,燃油车,,燃油,,internal_90d,0.88
神骐t20,长安凯程,神骐T20,,燃油车,,燃油,,internal_90d,0.88
神骐t30,长安凯程,神骐T30,,,,,,unknown,0.0
神骐t30ev,长安凯程,神骐T30 EV,,,,,,unknown,0.0
祥菱m,福田,祥菱M,,燃油车,微卡,燃油,,internal_90d,0.88
祥菱mev,福田,祥菱M EV,,新能源,微卡,新能源,,internal_90d,0.88
祥菱q,福田,祥菱Q,,燃油车,微卡,燃油,,internal_90d,0.88
祥菱qev,福田,祥菱Q EV,,新能源,微卡,新能源,,internal_90d,0.88
祥菱v,福田,祥菱V,,燃油车,微卡,燃油,,internal_90d,0.88
祥菱v5,福田,祥菱V5,,燃油车,微卡,燃油,,internal_90d,0.88
祥菱vev,福田,祥菱V EV,,新能源,微卡,新能源,,internal_90d,0.88
祺智ev,广汽集团,祺智EV,,新能源,,新能源,,internal_90d,0.88
祺智phev,广汽集团,祺智PHEV,,新能源,,新能源,,internal_90d,0.88
福仕达荣达,海马,福仕达荣达,,燃油车,,燃油,,internal_90d,0.88
福仕达鸿达,海马,福仕达鸿达,,燃油车,,燃油,,internal_90d,0.88
福克斯,福特,福克斯,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
福克斯active,福特,福克斯Active,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
福克斯ev海外,福特,福克斯EV(海外),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
福克斯进口,福特,福克斯(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
