series_key,brand,series,body_type,energy_type,vehicle_categories,energy_subtypes,manufacturer_attributes,taxonomy_source,taxonomy_confidence
昊铂ht,广汽昊铂,昊铂HT,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
昊铂s600,广汽昊铂,昊铂S600,SUV,新能源,SUV,新能源,,dcd_ranking,0.96
昊铂ssr,广汽昊铂,昊铂SSR,,新能源,,新能源,,internal_90d,0.88
昊锐,斯柯达,昊锐,,燃油车,,燃油,,internal_90d,0.88
昌河北斗星,北汽昌河,昌河北斗星,,燃油车,,燃油,,internal_90d,0.88
明锐,斯柯达,明锐,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
明锐进口,斯柯达,明锐(进口),,燃油车,,燃油,,internal_90d,0.88
易至ev2,江铃集团新能源,易至EV2,,新能源,,新能源,,internal_90d,0.88
易至ev3,江铃集团新能源,易至EV3,,新能源,,新能源,,internal_90d,0.88
易至ex5,江铃集团新能源,易至EX5,,新能源,,新能源,,internal_90d,0.88
昕动,斯柯达,昕动,,燃油车,,燃油,,internal_90d,0.88
昕锐,斯柯达,昕锐,,燃油车,,燃油,,internal_90d,0.88
星光560,五菱汽车,星光560,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
星光560ev,五菱汽车,星光560 EV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
星光560phev,五菱汽车,星光560 PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
星光730,五菱汽车,星光730,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
星光730ev,五菱汽车,星光730 EV,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
星光730phev,五菱汽车,星光730 PHEV,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
星塔ev,长安跨越,星塔EV,,新能源,,新能源,,internal_90d,0.88
星影vls,焜驰,星影VLS,,燃油车,,燃油,,internal_90d,0.88
星愿,吉利银河,星愿,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
星旺cl,广汽吉奥,星旺CL,,燃油车,,燃油,,internal_90d,0.88
星朗,广汽吉奥,星朗,,燃油车,,燃油,,internal_90d,0.88
星海s7,东风风行,星海S7,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
星海t5,东风风行,星海T5,,新能源,,新能源,,internal_90d,0.88
星海v9,东风风行,星海V9,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
星瑞,吉利汽车,星瑞,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
星瑞l,吉利汽车,星瑞L,,燃油车,,燃油,,internal_90d,0.88
星纪元es,星途,星纪元ES,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
星纪元et,星途,星纪元ET,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
星越,吉利汽车,星越,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
星越l,吉利汽车,星越L,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
星越l增程电动版,吉利汽车,星越L 增程电动版,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
星越l智擎,吉利汽车,星越L 智擎,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
星越phev,吉利汽车,星越PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
星越s,吉利汽车,星越S,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
星迈罗,雪佛兰,星迈罗,,燃油车,,燃油,,internal_90d,0.88
星途es,星途,星途ES,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
星途et5,星途,星途ET5,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
星途ex7,星途,星途EX7,,,,,,unknown,0.0
星途tx,星途,星途TX,,燃油车,,燃油,,internal_90d,0.88
星途凌云,星途,星途凌云,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
星途揽月,星途,星途揽月,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
星途揽月cdm,星途,星途揽月C-DM,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
星途瑶光,星途,星途瑶光,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
星途瑶光cdm,星途,星途瑶光C-DM,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
星途追风,星途,星途追风,,燃油车,,燃油,,internal_90d,0.88
星途追风cdm,星途,星途追风C-DM,,新能源,,新能源,,internal_90d,0.88
星锐,江汽集团,星锐,,燃油车,轻客,燃油,,internal_90d,0.88
星际,大通,星际,,燃油车,,燃油,,dcd_ranking+internal_90d,0.96
星际ev,大通,星际EV,,,,,,unknown,0.0
星际xev,大通,星际X EV,,,,,,unknown,0.0
星际xsuv,大通,星际X SUV,SUV,,SUV,,,heuristic_body,0.72
晓澳vclass,晓澳汽车,晓澳V-Class,,燃油车,,燃油,,internal_90d,0.88
晨风,启辰,晨风,,新能源,,新能源,,internal_90d,0.88
普力马,海马,普力马,,燃油车,,燃油,,internal_90d,0.88
普拉多,丰田,普拉多,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
普拉多进口,丰田,普拉多(进口),,燃油车,,燃油,,internal_90d,0.88
普瑞维亚,丰田,普瑞维亚,,燃油车,,燃油,,internal_90d,0.88
普锐斯,丰田,普锐斯,,燃油车,,燃油,,internal_90d,0.88
景程,雪佛兰,景程,,燃油车,,燃油,,internal_90d,0.88
景逸,东风风行,景逸,,燃油车,,燃油,,internal_90d,0.88
景逸s50,东风风行,景逸S50,,燃油车,,燃油,,internal_90d,0.88
景逸suv,东风风行,景逸SUV,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
景逸x3,东风风行,景逸X3,,燃油车,,燃油,,internal_90d,0.88
景逸x5,东风风行,景逸X5,,燃油车,,燃油,,internal_90d,0.88
景逸x6,东风风行,景逸X6,,燃油车,,燃油,,internal_90d,0.88
景逸xv,东风风行,景逸XV,,燃油车,,燃油,,internal_90d,0.88
晶锐,斯柯达,晶锐,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
智尚s30,金杯,智尚S30,,燃油车,,燃油,,internal_90d,0.88
智尚s35,金杯,智尚S35,,燃油车,,燃油,,internal_90d,0.88
智己l6,智己汽车,智己L6,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
智己l7,智己汽车,智己L7,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
智己ls6,智己汽车,智己LS6,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
智己ls7,智己汽车,智己LS7,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
智己ls8,智己汽车,智己LS8,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
智己ls9,智己汽车,智己LS9,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
智界r7,智界,智界R7,,新能源,,新能源,,internal_90d,0.88
智界s7,智界,智界S7,,新能源,,新能源,,internal_90d,0.88
智行,北京汽车,智行,,燃油车,,燃油,,internal_90d,0.88
智跑,起亚,智跑,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
曹操60,曹操汽车,曹操60,,新能源,,新能源,,internal_90d,0.88
朋克多多,朋克汽车,朋克多多,,新能源,,新能源,,internal_90d,0.88
朗动,现代,朗动,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
朗境,大众,朗境,,燃油车,,燃油,,internal_90d,0.88
朗行,大众,朗行,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
朗逸,大众,朗逸,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
朗逸纯电,大众,朗逸纯电,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
未来,旌航房车,未来,,燃油车,,燃油,,internal_90d,0.88
本田c,本田,本田C,,燃油车,,燃油,,internal_90d,0.88
本田crv,本田,本田CR-V,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
本田crvphev,本田,本田CR-V PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
本田crz,本田,本田CR-Z,,燃油车,,燃油,,internal_90d,0.88
本田ens1,本田,本田e:NS1,,新能源,,新能源,,internal_90d,0.88
本田fcv,本田,本田FCV,,燃油车,,燃油,,internal_90d,0.88
本田hrv,本田,本田HR-V,,燃油车,,燃油,,internal_90d,0.88
本田life,本田,本田LIFE,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
本田nsx,本田,本田NSX,,燃油车,,燃油,,internal_90d,0.88
本田suvrs,本田,本田SUV RS,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
本田urv,本田,本田UR-V,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
本田xrv,本田,本田XR-V,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
杰德,本田,杰德,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
杰路驰,丰田,杰路驰,,燃油车,,燃油,,internal_90d,0.88
极狐t1,ARCFOX极狐,极狐T1,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
极狐考拉,ARCFOX极狐,极狐 考拉,,新能源,,新能源,,internal_90d,0.88
极狐考拉s,ARCFOX极狐,极狐 考拉S,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
极狐贝塔s3,ARCFOX极狐,极狐 贝塔S3,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
极狐贝塔t1,ARCFOX极狐,极狐 贝塔T1,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
极狐问道v9,ARCFOX极狐,极狐 问道V9,MPV,新能源,MPV,新能源,,dcd_ranking,0.96
极狐阿尔法s,ARCFOX极狐,极狐 阿尔法S,,新能源,,新能源,,internal_90d,0.88
极狐阿尔法s5,ARCFOX极狐,极狐 阿尔法S5,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
极狐阿尔法s6,ARCFOX极狐,极狐 阿尔法S6,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
极狐阿尔法t,ARCFOX极狐,极狐 阿尔法T,,新能源,,新能源,,internal_90d,0.88
极狐阿尔法t5,ARCFOX极狐,极狐 阿尔法T5,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
极狐阿尔法t6,ARCFOX极狐,极狐 阿尔法T6,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
极睿,起亚,极睿,,燃油车,,燃油,,internal_90d,0.88
极石01,ROX极石,极石01,,新能源,,新能源,,internal_90d,0.88
极越01,极越,极越01,,新能源,,新能源,,internal_90d,0.88
极越07,极越,极越07,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
林肯c,林肯,林肯C,,燃油车,,燃油,,internal_90d,0.88
林肯mkc,林肯,林肯MKC,,燃油车,,燃油,,internal_90d,0.88
林肯mkt,林肯,林肯MKT,,燃油车,,燃油,,internal_90d,0.88
林肯mkx,林肯,林肯MKX,,燃油车,,燃油,,internal_90d,0.88
林肯mkz,林肯,林肯MKZ,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
林肯z,林肯,林肯Z,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
林肯大陆,林肯,林肯大陆,,燃油车,,燃油,,internal_90d,0.88
林荫大道,别克,林荫大道,,燃油车,,燃油,,internal_90d,0.88
枫叶30x,睿蓝汽车,枫叶30X,,新能源,,新能源,,internal_90d,0.88
枫叶60s,睿蓝汽车,枫叶60s,,新能源,,新能源,,internal_90d,0.88
枫叶80v,睿蓝汽车,枫叶80v,,新能源,,新能源,,internal_90d,0.88
枫叶80vpro,睿蓝汽车,枫叶80v PRO,,新能源,,新能源,,internal_90d,0.88
柯兰多,双龙,柯兰多,,燃油车,,燃油,,internal_90d,0.88
柯斯达,丰田,柯斯达,,燃油车,,燃油,,dcd_ranking+internal_90d,0.96
柯珞克,斯柯达,柯珞克,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
柯米克,斯柯达,柯米克,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
柯米克gt,斯柯达,柯米克GT,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
柯迪亚克,斯柯达,柯迪亚克,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
柯迪亚克gt,斯柯达,柯迪亚克GT,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
标致2008,标致,标致2008,,燃油车,,燃油,,internal_90d,0.88
标致206,标致,标致206,,燃油车,,燃油,,internal_90d,0.88
标致207,标致,标致207,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致207进口,标致,标致207(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致3008,标致,标致3008,,燃油车,,燃油,,internal_90d,0.88
标致3008进口,标致,标致3008(进口),,燃油车,,燃油,,internal_90d,0.88
标致301,标致,标致301,,燃油车,,燃油,,internal_90d,0.88
标致307,标致,标致307,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致307进口,标致,标致307(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致308,标致,标致308,,燃油车,,燃油,,internal_90d,0.88
标致308s,标致,标致308S,,燃油车,,燃油,,internal_90d,0.88
标致308进口,标致,标致308(进口),,燃油车,,燃油,,internal_90d,0.88
标致4008,标致,标致4008,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
标致4008phev,标致,标致4008 PHEV,,新能源,,新能源,,internal_90d,0.88
标致4008进口,标致,标致4008(进口),,燃油车,,燃油,,internal_90d,0.88
标致407,标致,标致407,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致408,标致,标致408,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
标致408x,标致,标致408X,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
标致5008,标致,标致5008,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
标致508,标致,标致508,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致508l,标致,标致508L,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
标致508lphev,标致,标致508L PHEV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
标致607,标致,标致607,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
标致e408,标致,标致e408,,新能源,,新能源,,internal_90d,0.88
标致rcz,标致,标致RCZ,,燃油车,,燃油,,internal_90d,0.88
格瑞维亚,丰田,格瑞维亚,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
格蓝迪,三菱,格蓝迪,,燃油车,,燃油,,internal_90d,0.88
格越,现代,格越,,燃油车,,燃油,,internal_90d,0.88
桑塔纳,大众,桑塔纳,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
桑塔纳志俊,大众,桑塔纳志俊,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
桑塔纳经典,大众,桑塔纳经典,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
梅甘娜,雷诺,梅甘娜,,燃油车,,燃油,,internal_90d,0.88
梦想家phev,岚图,梦想家 PHEV,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
森林人,斯巴鲁,森林人,,燃油车,,燃油,,internal_90d,0.88
森雅,一汽,森雅,,燃油车,,燃油,,internal_90d,0.88
森雅m80,一汽,森雅M80,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
森雅r7,一汽,森雅R7,,燃油车,,燃油,,internal_90d,0.88
森雅r9,一汽,森雅R9,,燃油车,,燃油,,internal_90d,0.88
森雅s80,一汽,森雅S80,,燃油车,,燃油,,internal_90d,0.88
楼兰,日产,楼兰,,燃油车,,燃油,,internal_90d,0.88
橙仕01,橙仕,橙仕01,,新能源,,新能源,,internal_90d,0.88
欢动,海马,欢动,,燃油车,,燃油,,internal_90d,0.88
欧力威,长安欧尚,欧力威,,燃油车,,燃油,,internal_90d,0.88
欧力威ev,长安欧尚,欧力威EV,,新能源,,新能源,,internal_90d,0.88
欧悦搏,西雅特,欧悦搏,,燃油车,,燃油,,internal_90d,0.88
欧拉5ev,欧拉,欧拉5 EV,,新能源,,新能源,,internal_90d,0.88
欧拉5燃油版,欧拉,欧拉5燃油版,SUV,燃油车,SUV,燃油,,dcd_ranking,0.96
欧拉5纯电版,欧拉,欧拉5纯电版,SUV,新能源,SUV,新能源,,dcd_ranking,0.96
欧拉iq,欧拉,欧拉iQ,,新能源,,新能源,,internal_90d,0.88
欧拉好猫,欧拉,欧拉好猫,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
欧拉好猫gt,欧拉,欧拉好猫GT,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
欧拉白猫,欧拉,欧拉白猫,,新能源,,新能源,,internal_90d,0.88
欧拉芭蕾猫,欧拉,欧拉芭蕾猫,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
欧拉闪电猫,欧拉,欧拉闪电猫,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
欧拉黑猫,欧拉,欧拉黑猫,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
欧朗,欧朗,欧朗,,燃油车,,燃油,,internal_90d,0.88
欧菲莱斯,起亚,欧菲莱斯,,燃油车,,燃油,,internal_90d,0.88
欧萌达,奇瑞,欧萌达,,燃油车,,燃油,,internal_90d,0.88
欧蓝德,三菱,欧蓝德,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
欧蓝德经典,三菱,欧蓝德经典,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
欧蓝德进口,三菱,欧蓝德(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
欧诺ev,长安欧尚,欧诺EV,,燃油车,,燃油,,internal_90d,0.88
欧诺s,长安凯程,欧诺S,,燃油车,,燃油,,internal_90d,0.88
欧陆,宾利,欧陆,,燃油车,,燃油,,internal_90d,0.88
歌诗图,本田,歌诗图,,燃油车,,燃油,,internal_90d,0.88
比亚迪d1,比亚迪,比亚迪D1,,新能源,,新能源,,internal_90d,0.88
比亚迪e1,比亚迪,比亚迪e1,,新能源,,新能源,,internal_90d,0.88
比亚迪e2,比亚迪,比亚迪e2,,新能源,,新能源,,internal_90d,0.88
比亚迪e3,比亚迪,比亚迪e3,,新能源,,新能源,,internal_90d,0.88
比亚迪e5,比亚迪,比亚迪e5,,新能源,,新能源,,internal_90d,0.88
比亚迪e6,比亚迪,比亚迪e6,,新能源,,新能源,,internal_90d,0.88
比亚迪e7,比亚迪,比亚迪e7,,新能源,,新能源,,internal_90d,0.88
比亚迪e9,比亚迪,比亚迪e9,,新能源,,新能源,,internal_90d,0.88
比亚迪f0,比亚迪,比亚迪F0,,燃油车,,燃油,,internal_90d,0.88
比亚迪f3,比亚迪,比亚迪F3,,燃油车,,燃油,,internal_90d,0.88
比亚迪f3dm,比亚迪,比亚迪F3 DM,,燃油车,,燃油,,internal_90d,0.88
比亚迪f3r,比亚迪,比亚迪F3R,,燃油车,,燃油,,internal_90d,0.88
比亚迪f6,比亚迪,比亚迪F6,,燃油车,,燃油,,internal_90d,0.88
比亚迪g3,比亚迪,比亚迪G3,,燃油车,,燃油,,internal_90d,0.88
比亚迪g3r,比亚迪,比亚迪G3R,,燃油车,,燃油,,internal_90d,0.88
比亚迪g5,比亚迪,比亚迪G5,,燃油车,,燃油,,internal_90d,0.88
比亚迪g6,比亚迪,比亚迪G6,,燃油车,,燃油,,internal_90d,0.88
比亚迪l3,比亚迪,比亚迪L3,,燃油车,,燃油,,internal_90d,0.88
比亚迪m6,比亚迪,比亚迪M6,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
比亚迪m6ev,比亚迪,比亚迪M6 EV,MPV,燃油车,MPV,燃油,,heuristic_body+internal_90d,0.88
比亚迪m9,比亚迪,比亚迪M9,,,,,,unknown,0.0
比亚迪s2,比亚迪,比亚迪S2,,新能源,,新能源,,internal_90d,0.88
比亚迪s6,比亚迪,比亚迪S6,,燃油车,,燃油,,internal_90d,0.88
比亚迪s7,比亚迪,比亚迪S7,,燃油车,,燃油,,internal_90d,0.88
比亚迪t5dm,比亚迪,比亚迪T5DM,,新能源,,新能源,,internal_90d,0.88
比克兴熠,比克汽车,比克兴熠,,新能源,,新能源,,internal_90d,0.88
比德文e3,比德文汽车,比德文E3,,新能源,,新能源,,internal_90d,0.88
比速m3,比速汽车,比速M3,,燃油车,,燃油,,internal_90d,0.88
比速t3,比速汽车,比速T3,,燃油车,,燃油,,internal_90d,0.88
比速t5,比速汽车,比速T5,,燃油车,,燃油,,internal_90d,0.88
毕加索,雪铁龙,毕加索,,燃油车,,燃油,,internal_90d,0.88
民意,哈飞,民意,,燃油车,,燃油,,internal_90d,0.88
永源a380,永源,永源A380,,燃油车,,燃油,,internal_90d,0.88
汉dm,比亚迪,汉DM,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
汉dmi,比亚迪,汉DM-i,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
汉ev,比亚迪,汉EV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
汉ldm,比亚迪,汉L DM,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
汉lev,比亚迪,汉L EV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
汉兰达,丰田,汉兰达,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
汉兰达进口,丰田,汉兰达(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
汉腾v7,汉腾汽车,汉腾V7,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
汉腾x5,汉腾汽车,汉腾X5,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
汉腾x5ev,汉腾汽车,汉腾X5 EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
汉腾x7,汉腾汽车,汉腾X7,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
江南tt,众泰,江南TT,,燃油车,,燃油,,internal_90d,0.88
江淮a5plus,江淮汽车,江淮A5 PLUS,,燃油车,,燃油,,internal_90d,0.88
江淮ic5,江汽集团,江淮iC5,,新能源,,新能源,,internal_90d,0.88
江淮iev,江汽集团,江淮iEV,,新能源,,新能源,,internal_90d,0.88
江淮iev6e,江汽集团,江淮iEV6E,,新能源,,新能源,,internal_90d,0.88
江淮iev6s,江汽集团,江淮iEV6S,,新能源,,新能源,,internal_90d,0.88
江淮iev7,江汽集团,江淮iEV7,,新能源,,新能源,,internal_90d,0.88
江淮iev7s,江汽集团,江淮iEV7S,,新能源,,新能源,,internal_90d,0.88
江淮ieva50,江汽集团,江淮iEVA50,,新能源,,新能源,,internal_90d,0.88
江淮ieva60,江汽集团,江淮iEVA60,,新能源,,新能源,,internal_90d,0.88
江淮ievs4,江汽集团,江淮iEVS4,,新能源,,新能源,,internal_90d,0.88
江淮qxphev,江淮汽车,江淮QX PHEV,,新能源,,新能源,,internal_90d,0.88
江淮t6,江汽集团,江淮T6,,燃油车,,燃油,,internal_90d,0.88
江淮t8,江汽集团,江淮T8,,燃油车,,燃油,,internal_90d,0.88
江淮van宝路,江汽集团,江淮Van宝路,其他,新能源,,新能源,,heuristic_body+internal_90d,0.88
江淮x8e家,江淮汽车,江淮X8 E家,,新能源,,新能源,,internal_90d,0.88
江淮x8plus,江淮汽车,江淮X8 PLUS,,燃油车,,燃油,,internal_90d,0.88
江淮轿卡x5售货车,江汽集团,江淮轿卡X5售货车,其他,燃油车,,燃油,,heuristic_body+internal_90d,0.88
江豚,开瑞,江豚,,新能源,,新能源,,internal_90d,0.88
江豚e5,开瑞,江豚E5,,新能源,,新能源,,internal_90d,0.88
江豚e7,开瑞,江豚E7,,新能源,,新能源,,internal_90d,0.88
江铃e100b,江铃集团新能源,江铃E100B,,新能源,,新能源,,internal_90d,0.88
江铃e160,江铃集团新能源,江铃E160,,新能源,,新能源,,internal_90d,0.88
江铃e200l,江铃集团新能源,江铃E200L,,新能源,,新能源,,internal_90d,0.88
江铃e200n,江铃集团新能源,江铃E200N,,新能源,,新能源,,internal_90d,0.88
沃兰多,雪佛兰,沃兰多,,燃油车,,燃油,,internal_90d,0.88
沃尔沃c30,沃尔沃,沃尔沃C30,,燃油车,,燃油,,internal_90d,0.88
沃尔沃c40ev,沃尔沃,沃尔沃C40 EV,,新能源,,新能源,,internal_90d,0.88
沃尔沃c40recharge,沃尔沃,沃尔沃C40 RECHARGE,,新能源,,新能源,,internal_90d,0.88
沃尔沃c70,沃尔沃,沃尔沃C70,,燃油车,,燃油,,internal_90d,0.88
沃尔沃coupe,沃尔沃,沃尔沃Coupe,,燃油车,,燃油,,internal_90d,0.88
沃尔沃em90,沃尔沃,沃尔沃EM90,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
沃尔沃es90,沃尔沃,沃尔沃ES90,轿车,新能源,轿车,新能源,,dcd_ranking,0.96
沃尔沃ex30,沃尔沃,沃尔沃EX30,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
沃尔沃ex90,沃尔沃,沃尔沃EX90,SUV,新能源,SUV,新能源,,dcd_ranking,0.96
沃尔沃s40,沃尔沃,沃尔沃S40,,燃油车,,燃油,,internal_90d,0.88
沃尔沃s40进口,沃尔沃,沃尔沃S40(进口),,燃油车,,燃油,,internal_90d,0.88
沃尔沃s60,沃尔沃,沃尔沃S60,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃s60phev,沃尔沃,沃尔沃S60 PHEV,,新能源,,新能源,,internal_90d,0.88
沃尔沃s60recharge,沃尔沃,沃尔沃S60 RECHARGE,,新能源,,新能源,,internal_90d,0.88
沃尔沃s60进口,沃尔沃,沃尔沃S60(进口),,燃油车,,燃油,,internal_90d,0.88
沃尔沃s80,沃尔沃,沃尔沃S80,,燃油车,,燃油,,internal_90d,0.88
沃尔沃s80l,沃尔沃,沃尔沃S80L,,燃油车,,燃油,,internal_90d,0.88
沃尔沃s90,沃尔沃,沃尔沃S90,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃s90phev,沃尔沃,沃尔沃S90 PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
沃尔沃s90recharge,沃尔沃,沃尔沃S90 RECHARGE,,新能源,,新能源,,internal_90d,0.88
沃尔沃s90进口,沃尔沃,沃尔沃S90(进口),,燃油车,,燃油,,internal_90d,0.88
沃尔沃v40,沃尔沃,沃尔沃V40,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
沃尔沃v60,沃尔沃,沃尔沃V60,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃v90,沃尔沃,沃尔沃V90,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃xc40,沃尔沃,沃尔沃XC40,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
沃尔沃xc40ev,沃尔沃,沃尔沃XC40 EV,,新能源,,新能源,,internal_90d,0.88
